Active,Confirmed,Deaths,Recovered,ProvinceOrState,Country,Total Obesity Rate,Total Average Age,Total Average Household,Total Population Density,Total GDP Per Capita,City,Population,Percent Infected,Pop Mortality Rate,Infected Mortality Rate
181239,202751,21512,0,New York,USA,27.6,35.8,2.57,27013,89680,New York City,"8,336,817",0.02432,0.00258,0.106101
